Sample Name,Comments,DIC flag,TA flag,Analysis Type,Date (analysis),Time (analysis),Station,Cast,Niskin,Replicate (diff bottle),Repeat(same bottle),No. Of Repeats,Depth (m),CTD Temp (C),Salinity,Phosphate (uMol/Kg),Silicate (uMol/Kg),Nitrate (uMol/Kg),DIC pipette volume (ml),DIC set end point (cpm),DIC pipette temp sample (C),DIC background (cpm),DIC total time (s),DIC total counts,DIC cell Number (sequential),Sample Bottle temp (C),TA pipette vol (ml),TA cell temp (C),TA Acid Batch,TA Acid conc (Mol),TA Acid density (Kg/l),salinity_availability,ctd_temp_availability,Pressure_CTD,sampling_date,Longitude,Latitude
0000_114_23_2_1_1, ,,,3,20240215,113710,0,114,23,1,1,1,2,-1.5229,33.4917,0,0,,21.8442,50,0.0,50,542.0,233211.0,19,24.89,96.7556,24.6,,,,1.0,1.0,1.86,2024-02-15 00:00:00,-54.40004,-64.57228
0000_114_21_8_1_1, ,,,3,20240215,120801,0,114,21,1,1,1,8,-1.5142,33.4882,0,0,,21.8442,50,0.0,41,530.0,233379.0,19,24.74,96.7556,24.6,,,,1.0,1.0,8.861,2024-02-15 00:00:00,-54.40078,-64.57258
0000_114_20_15_1_1, ,,,3,20240215,124936,0,114,20,1,1,1,15,-1.5011,33.5406,0,0,,21.8442,50,0.0,32,462.0,233556.0,19,24.74,96.7556,24.62,,,,1.0,1.0,14.872,2024-02-15 00:00:00,-54.40108,-64.57266
0000_114_18_25_1_1, ,,,3,20240215,131637,0,114,18,1,1,1,25,-1.4955,33.7436,0,0,,21.8442,50,0.0,45,382.0,235765.0,19,24.86,96.7556,24.72,,,,1.0,1.0,25.87,2024-02-15 00:00:00,-54.4016,-64.57278
0000_114_17_39_1_1, ,,,3,20240215,135801,0,114,17,1,1,1,39,-1.5484,34.0594,0,0,,21.8442,50,0.0,37,697.0,238771.0,19,24.52,96.7556,24.63,,,,1.0,1.0,40.122,2024-02-15 00:00:00,-54.40192,-64.57288
0000_114_14_59_1_1, ,,,3,20240215,142943,0,114,14,1,1,1,59,-1.6045,34.2714,0,0,,21.8442,50,0.0,81,751.0,240557.0,19,24.57,96.7556,24.7,,,,1.0,1.0,60.237,2024-02-15 00:00:00,-54.4025,-64.57302
0000_114_13_70_1_1, ,,,3,20240215,145647,0,114,13,1,1,1,70,-1.6264,34.3138,0,0,,21.8442,50,0.0,50,338.0,240738.0,19,24.65,96.7556,24.73,,,,1.0,1.0,70.326,2024-02-15 00:00:00,-54.40286,-64.57312
0000_114_12_88_2_1, ,,,3,20240215,153656,0,114,12,2,1,1,88,-1.6568,34.3529,0,0,,21.8442,50,0.0,46,409.0,241059.0,19,24.69,96.7556,24.59,,,,1.0,1.0,89.507,2024-02-15 00:00:00,-54.4034,-64.57332
0000_114_11_120_1_1, ,,,3,20240215,161938,0,114,11,1,1,1,120,-1.6872,34.3906,0,0,,21.8442,50,0.0,70,503.0,241423.0,19,24.64,96.7556,24.74,,,,1.0,1.0,120.891,2024-02-15 00:00:00,-54.4035,-64.5734
0000_114_9_230_1_1, ,,,3,20240215,171614,0,114,9,1,1,1,230,-1.6824,34.4346,0,0,,21.8442,50,0.0,33,428.0,242036.0,19,24.74,96.7556,24.78,,,,1.0,1.0,232.124,2024-02-15 00:00:00,-54.40314,-64.57332
0000_114_8_350_1_1, ,,,3,20240215,174456,0,114,8,1,1,1,350,-1.5172,34.5026,0,0,,21.8442,50,0.0,24,405.0,242813.0,19,24.58,96.7556,24.86,,,,1.0,1.0,352.706,2024-02-15 00:00:00,-54.40334,-64.57348
0000_114_7_440_1_1, ,,,3,20240215,181131,0,114,7,1,1,1,440,-1.4971,34.521,0,0,,21.8442,50,0.0,25,727.0,243163.0,19,24.58,96.7556,24.89,,,,1.0,1.0,444.521,2024-02-15 00:00:00,-54.40352,-64.57362
8888_208_1220_0_1_1, ,,,3,20240215,184205,8888,208,1220,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,58,453.0,223385.0,19,24.44,96.7556,24.84,,,,,,,,,
8888_208_1220_0_1_2, ,,,3,20240215,190850,8888,208,1220,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,40,505.0,223263.0,19,24.55,96.7556,24.88,,,,,,,,,
0000_114_5_470_1_1, ,,,3,20240215,195430,0,114,5,1,1,1,470,-1.484,34.5229,0,0,,21.8442,50,0.0,53,455.0,243004.0,19,24.39,96.7556,24.89,,,,1.0,1.0,475.042,2024-02-15 00:00:00,-54.40346,-64.57362
0000_114_5_470_2_1, ,,,3,20240215,202129,0,114,5,2,1,1,470,-1.484,34.5229,0,0,,21.8442,50,0.0,84,462.0,243305.0,19,24.53,96.7556,25.06,,,,1.0,1.0,475.042,2024-02-15 00:00:00,-54.40346,-64.57362
0000_114_5_470_3_1, ,,,3,20240215,205257,0,114,5,3,1,1,470,-1.484,34.5229,0,0,,21.8442,50,0.0,36,469.0,243025.0,19,24.39,96.7556,25.03,,,,1.0,1.0,475.042,2024-02-15 00:00:00,-54.40346,-64.57362
0000_114_3_500_1_1, ,,,3,20240215,212013,0,114,3,1,1,1,500,-1.4615,34.5258,0,0,,21.8442,50,0.0,41,452.0,243290.0,19,24.39,96.7556,24.94,,,,1.0,1.0,505.3,2024-02-15 00:00:00,-54.40334,-64.57362
0000_114_3_500_2_1, ,,,3,20240215,215722,0,114,3,2,1,1,500,-1.4615,34.5258,0,0,,21.8442,50,0.0,0,430.0,242973.0,19,24.39,96.7556,24.89,,,,1.0,1.0,505.3,2024-02-15 00:00:00,-54.40334,-64.57362
0000_114_3_500_3_1, ,,,3,20240215,222527,0,114,3,3,1,1,500,-1.4615,34.5258,0,0,,21.8442,50,0.0,84,564.0,243139.0,19,24.39,96.7556,25.0,,,,1.0,1.0,505.3,2024-02-15 00:00:00,-54.40334,-64.57362
0000_114_1_550_1_1, ,,,3,20240215,225410,0,114,1,1,1,1,550,-1.4619,34.5256,0,0,,21.8442,50,0.0,39,644.0,243213.0,19,24.49,96.7556,25.03,,,,1.0,1.0,548.67,2024-02-15 00:00:00,-54.40354,-64.57374
0000_114_1_550_2_1, ,,,3,20240215,232104,0,114,1,2,1,1,550,-1.4619,34.5256,0,0,,21.8442,50,0.0,62,410.0,242964.0,19,24.17,96.7556,24.65,,,,1.0,1.0,548.67,2024-02-15 00:00:00,-54.40354,-64.57374
0000_114_1_550_3_1, ,,,3,20240215,235031,0,114,1,3,1,1,550,-1.4619,34.5256,0,0,,21.8442,50,0.0,36,240.0,242967.0,19,24.28,96.7556,24.65,,,,1.0,1.0,548.67,2024-02-15 00:00:00,-54.40354,-64.57374
3333_202402130816_1_7_1_1, ,,,3,20240216,2600,3333,202402130816,1,1,1,1,7,-1.399414,33.3949,0,0,,21.8442,50,0.0,27,246.0,233025.0,19,24.27,96.7556,24.66,,,,1.0,1.0,,2024-02-13 08:16:00,-53.99692,-64.5539
3333_202402130816_1_7_2_1, ,,,3,20240216,5404,3333,202402130816,1,2,1,1,7,-1.399414,33.3949,0,0,,21.8442,50,0.0,40,246.0,233532.0,19,24.14,96.7556,24.01,,,,1.0,1.0,,2024-02-13 08:16:00,-53.99692,-64.5539
8888_208_1101_0_1_1, ,,,3,20240216,12800,8888,208,1101,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,33,238.0,223099.0,19,23.46,96.7556,24.65,,,,,,,,,
8888_208_1101_0_1_2, ,,,3,20240216,15428,8888,208,1101,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,68,247.0,223110.0,19,24.76,96.7556,24.65,,,,,,,,,
9999_20240216_1_0_1_1, ,,,1,20240216,41354,9999,20240216,1,1,1,5,0,0.0,35.0,0,0,,21.8442,200,0.0,0,256.0,237269.0,20,24.82,96.7556,,,,,,,,,,
9999_20240216_1_0_1_2, ,,,1,20240216,42545,9999,20240216,1,1,2,5,0,0.0,35.0,0,0,,21.8442,200,0.0,54,231.0,236847.0,20,24.84,96.7556,,,,,,,,,,
9999_20240216_1_0_1_3, ,,,1,20240216,43749,9999,20240216,1,1,3,5,0,0.0,35.0,0,0,,21.8442,200,0.0,62,244.0,236559.0,20,24.81,96.7556,,,,,,,,,,
9999_20240216_1_0_1_4, ,,,1,20240216,44936,9999,20240216,1,1,4,5,0,0.0,35.0,0,0,,21.8442,200,0.0,71,228.0,236616.0,20,24.84,96.7556,,,,,,,,,,
9999_20240216_1_0_1_5, ,,,1,20240216,50114,9999,20240216,1,1,5,5,0,0.0,35.0,0,0,,21.8442,200,0.0,81,219.0,236487.0,20,24.83,96.7556,,,,,,,,,,
9999_20240216_2_0_1_1, ,,,1,20240216,51629,9999,20240216,2,1,1,5,0,0.0,35.0,0,0,,21.8442,50,0.0,73,412.0,238511.0,20,24.75,96.7556,,,,,,,,,,
9999_20240216_2_0_1_2, ,,,1,20240216,52908,9999,20240216,2,1,2,5,0,0.0,35.0,0,0,,21.8442,50,0.0,93,280.0,237295.0,20,24.69,96.7556,,,,,,,,,,
9999_20240216_2_0_1_3, ,,,1,20240216,54336,9999,20240216,2,1,3,5,0,0.0,35.0,0,0,,21.8442,50,0.0,0,389.0,238275.0,20,24.67,96.7556,,,,,,,,,,
9999_20240216_2_0_1_4, ,,,1,20240216,55749,9999,20240216,2,1,4,5,0,0.0,35.0,0,0,,21.8442,50,0.0,57,373.0,237652.0,20,24.79,96.7556,,,,,,,,,,
9999_20240216_2_0_1_5, ,,,1,20240216,61101,9999,20240216,2,1,5,5,0,0.0,35.0,0,0,,21.8442,50,0.0,74,312.0,237685.0,20,24.79,96.7556,,,,,,,,,,
9999_20240216_3_0_1_1, ,,,3,20240216,65252,9999,20240216,3,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,49,499.0,237317.0,20,24.92,96.7556,24.57,,,,,,,,,
9999_20240216_3_0_1_2, ,,,3,20240216,71856,9999,20240216,3,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,51,375.0,237033.0,20,24.89,96.7556,24.64,,,,,,,,,
9999_20240216_4_0_1_1, ,,,3,20240216,74738,9999,20240216,4,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,28,278.0,236594.0,20,24.89,96.7556,24.74,,,,,,,,,
9999_20240216_4_0_1_2, ,,,3,20240216,81408,9999,20240216,4,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,48,454.0,236424.0,20,25.22,96.7556,24.83,,,,,,,,,
9999_20240216_5_0_1_1, ,,,3,20240216,84242,9999,20240216,5,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,33,543.0,237190.0,20,24.44,96.7556,24.62,,,,,,,,,
9999_20240216_5_0_1_2, ,,,3,20240216,90913,9999,20240216,5,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,22,291.0,236752.0,20,24.64,96.7556,24.72,,,,,,,,,
8888_0208_0868_0_1_1, ,,,3,20240216,93706,8888,208,868,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,29,467.0,222648.0,20,24.77,96.7556,24.57,,,,,,,,,
8888_0208_0868_0_1_2, ,,,3,20240216,100332,8888,208,868,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,40,320.0,222694.0,20,24.84,96.7556,24.75,,,,,,,,,
0000_120_24_2_1_1, ,,,3,20240216,104032,0,120,24,1,1,1,2,-1.4542,33.5379,0,0,,21.8442,50,0.0,38,365.0,233487.0,20,24.58,96.7556,25.02,,,,1.0,1.0,1.908,2024-02-16 00:00:00,-55.07304,-64.59142
0000_120_22_5_1_1, ,,,3,20240216,112650,0,120,22,1,1,1,5,-1.4523,33.5375,0,0,,21.8442,50,0.0,7,378.0,233456.0,20,24.44,96.7556,24.89,,,,1.0,1.0,5.642,2024-02-16 00:00:00,-55.0725,-64.59118
0000_120_21_8_1_1, ,,,3,20240216,115447,0,120,21,1,1,1,8,-1.4538,33.5374,0,0,,21.8442,50,0.0,31,641.0,233656.0,20,24.47,96.7556,24.92,,,,1.0,1.0,8.787,2024-02-16 00:00:00,-55.07238,-64.59114
0000_120_19_15_1_1, ,,,3,20240216,122529,0,120,19,1,1,1,15,-1.4458,33.5462,0,0,,21.8442,50,0.0,42,394.0,233385.0,20,24.39,96.7556,24.98,,,,1.0,1.0,15.718,2024-02-16 00:00:00,-55.07206,-64.591
0000_120_18_23_1_1, ,,,3,20240216,125159,0,120,18,1,1,1,23,-1.4445,33.5682,0,0,,21.8442,50,0.0,15,399.0,233942.0,20,24.42,96.7556,24.98,,,,1.0,1.0,23.77,2024-02-16 00:00:00,-55.07184,-64.5909
0000_120_15_35_1_1, ,,,3,20240216,132338,0,120,15,1,1,1,35,-1.4252,33.6607,0,0,,21.8442,50,0.0,37,486.0,234942.0,20,24.37,96.7556,25.08,,,,1.0,1.0,36.013,2024-02-16 00:00:00,-55.07144,-64.59072
0000_120_14_52_1_1, ,,,3,20240216,135521,0,120,14,1,1,1,52,-1.4135,34.1749,0,0,,21.8442,50,0.0,0,332.0,239163.0,20,24.37,96.7556,25.02,,,,1.0,1.0,53.122,2024-02-16 00:00:00,-55.07118,-64.59058
0000_120_13_85_1_1, ,,,3,20240216,143120,0,120,13,1,1,1,85,-1.4851,34.3462,0,0,,21.8442,50,0.0,0,389.0,241181.0,20,24.29,96.7556,24.98,,,,1.0,1.0,86.525,2024-02-16 00:00:00,-55.07078,-64.59038
0000_120_12_190_1_1, ,,,3,20240216,145749,0,120,12,1,1,1,190,-1.6492,34.4489,0,0,,21.8442,50,0.0,0,415.0,241748.0,20,24.14,96.7556,24.94,,,,1.0,1.0,192.773,2024-02-16 00:00:00,-55.07006,-64.59004
0000_120_11_200_1_1, ,,,3,20240216,155610,0,120,11,1,1,1,200,-1.66,34.4548,0,0,,21.8442,50,0.0,0,484.0,242233.0,20,24.05,96.7556,25.08,,,,1.0,1.0,203.018,2024-02-16 00:00:00,-55.0698,-64.58992
0000_120_9_210_1_1, ,,,3,20240216,165127,0,120,9,1,1,1,210,-1.66,34.4593,0,0,,21.8442,50,0.0,0,413.0,242185.0,20,23.9,96.7556,24.97,,,,1.0,1.0,212.03,2024-02-16 00:00:00,-55.06934,-64.58972
8888_208_0744_0_1_1, ,,,3,20240216,172837,8888,208,744,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,0,419.0,222318.0,20,24.14,96.7556,24.89,,,,,,,,,
8888_208_0744_0_1_2, ,,,3,20240216,175454,8888,208,744,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,15,367.0,222816.0,20,24.56,96.7556,25.14,,,,,,,,,
0000_120_8_220_1_1, ,,,3,20240216,182148,0,120,8,1,1,1,220,-1.6042,34.4716,0,0,,21.8442,50,0.0,0,216.0,241990.0,20,24.29,96.7556,24.89,,,,1.0,1.0,222.106,2024-02-16 00:00:00,-55.06902,-64.58956
0000_120_6_300_1_1, ,,,3,20240216,184916,0,120,6,1,1,1,300,-1.585,34.4889,0,0,,21.8442,50,0.0,34,416.0,242371.0,20,24.66,96.7556,25.08,,,,1.0,1.0,303.24,2024-02-16 00:00:00,-55.06828,-64.58924
0000_120_4_370_1_1, ,,,3,20240216,191827,0,120,4,1,1,1,370,-1.5828,34.489,0,0,,21.8442,50,0.0,13,291.0,241689.0,20,24.44,96.7556,25.09,,,,1.0,1.0,374.491,2024-02-16 00:00:00,-55.06766,-64.58896
0000_120_4_370_2_1, ,,,3,20240216,194700,0,120,4,2,1,1,370,-1.5828,34.489,0,0,,21.8442,50,0.0,58,497.0,242289.0,20,24.43,96.7556,24.97,,,,1.0,1.0,374.491,2024-02-16 00:00:00,-55.06766,-64.58896
0000_120_4_370_3_1, ,,,3,20240216,210236,0,120,4,3,1,1,370,-1.5828,34.489,0,0,,21.8442,50,0.0,0,258.0,242421.0,20,24.39,96.7556,25.13,,,,1.0,1.0,374.491,2024-02-16 00:00:00,-55.06766,-64.58896
0000_120_3_385_1_1, ,,,3,20240216,213015,0,120,3,1,1,1,385,-1.5821,34.489,0,0,,21.8442,50,0.0,0,373.0,242300.0,20,24.58,96.7556,25.24,,,,1.0,1.0,389.811,2024-02-16 00:00:00,-55.06732,-64.5888
0000_120_3_385_2_1, ,,,3,20240216,220434,0,120,3,2,1,1,385,-1.5821,34.489,0,0,,21.8442,50,0.0,17,540.0,242465.0,20,24.64,96.7556,25.23,,,,1.0,1.0,389.811,2024-02-16 00:00:00,-55.06732,-64.5888
0000_120_3_385_3_1, ,,,3,20240216,223401,0,120,3,3,1,1,385,-1.5821,34.489,0,0,,21.8442,50,0.0,7,480.0,242209.0,20,24.53,96.7556,25.22,,,,1.0,1.0,389.811,2024-02-16 00:00:00,-55.06732,-64.5888
0000_120_1_420_1_1, ,,,3,20240216,230220,0,120,1,1,1,1,420,-1.5812,34.489,0,0,,21.8442,50,0.0,0,242.0,242257.0,20,24.55,96.7556,25.22,,,,1.0,1.0,406.864,2024-02-16 00:00:00,-55.06586,-64.58812
0000_120_1_420_2_1, ,,,3,20240216,232829,0,120,1,2,1,1,420,-1.5812,34.489,0,0,,21.8442,50,0.0,26,462.0,242416.0,20,24.49,96.7556,25.2,,,,1.0,1.0,406.864,2024-02-16 00:00:00,-55.06586,-64.58812
0000_120_1_420_3_1, ,,,3,20240216,235600,0,120,1,3,1,1,420,-1.5812,34.489,0,0,,21.8442,50,0.0,47,746.0,242362.0,20,24.16,96.7556,24.79,,,,1.0,1.0,406.864,2024-02-16 00:00:00,-55.06586,-64.58812
8888_208_0156_0_1_1, ,,,3,20240217,2338,8888,208,156,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,434,237.0,222854.0,20,23.99,96.7556,24.9,,,,,,,,,
8888_208_0156_0_1_2, ,,,3,20240217,5010,8888,208,156,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,42,228.0,223046.0,20,24.33,96.7556,25.01,,,,,,,,,
8888_208_0217_0_1_1, ,,,3,20240217,14707,8888,208,217,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,22,237.0,222934.0,20,23.71,96.7556,24.55,,,,,,,,,
8888_208_0217_0_1_2, ,,,3,20240217,21335,8888,208,217,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,31,220.0,222874.0,20,24.16,96.7556,24.7,,,,,,,,,
9999_20240220_1_0_1_1, ,,,1,20240221,34621,9999,20240220,1,1,1,5,0,0.0,35.0,0,0,,21.8442,200,0.0,45,239.0,239158.0,21,24.14,96.7556,,,,,,,,,,
9999_20240220_1_0_1_2, ,,,1,20240221,35828,9999,20240220,1,1,2,5,0,0.0,35.0,0,0,,21.8442,200,0.0,101,247.0,238876.0,21,23.98,96.7556,,,,,,,,,,
9999_20240220_1_0_1_3, ,,,1,20240221,41039,9999,20240220,1,1,3,5,0,0.0,35.0,0,0,,21.8442,200,0.0,66,251.0,238339.0,21,23.96,96.7556,,,,,,,,,,
9999_20240220_1_0_1_4, ,,,1,20240221,42234,9999,20240220,1,1,4,5,0,0.0,35.0,0,0,,21.8442,200,0.0,57,236.0,238422.0,21,23.9,96.7556,,,,,,,,,,
9999_20240220_1_0_1_5, ,,,1,20240221,43429,9999,20240220,1,1,5,5,0,0.0,35.0,0,0,,21.8442,200,0.0,54,237.0,238410.0,21,23.85,96.7556,,,,,,,,,,
9999_20240220_2_0_1_1, ,,,1,20240221,45244,9999,20240220,2,1,1,5,0,0.0,35.0,0,0,,21.8442,50,0.0,51,595.0,239849.0,21,23.6,96.7556,,,,,,,,,,
9999_20240220_2_0_1_2, ,,,1,20240221,51021,9999,20240220,2,1,2,5,0,0.0,35.0,0,0,,21.8442,50,0.0,63,578.0,239928.0,21,24.48,96.7556,,,,,,,,,,
9999_20240220_2_0_1_3, ,,,1,20240221,53001,9999,20240220,2,1,3,5,0,0.0,35.0,0,0,,21.8442,50,0.0,36,702.0,239904.0,21,24.43,96.7556,,,,,,,,,,
9999_20240220_2_0_1_4, ,,,1,20240221,54933,9999,20240220,2,1,4,5,0,0.0,35.0,0,0,,21.8442,50,0.0,36,693.0,239595.0,21,24.4,96.7556,,,,,,,,,,
9999_20240220_2_0_1_5, ,,,1,20240221,60547,9999,20240220,2,1,5,5,0,0.0,35.0,0,0,,21.8442,50,0.0,61,494.0,239026.0,21,24.18,96.7556,,,,,,,,,,
9999_20240220_3_0_1_1, ,,,3,20240221,63343,9999,20240220,3,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,39,439.0,236526.0,21,24.17,96.7556,24.22,,,,,,,,,
9999_20240220_3_0_1_2, ,,,3,20240221,65958,9999,20240220,3,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,30,727.0,236799.0,21,24.59,96.7556,24.79,,,,,,,,,
9999_20240220_4_0_1_1, ,,,3,20240221,73304,9999,20240220,4,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,75,498.0,236905.0,21,24.29,96.7556,24.68,,,,,,,,,
9999_20240220_4_0_1_2, ,,,3,20240221,75932,9999,20240220,4,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,22,505.0,236559.0,21,24.76,96.7556,24.89,,,,,,,,,
9999_20240220_5_0_1_1, ,,,3,20240221,83846,9999,20240220,5,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,37,501.0,236404.0,21,24.79,96.7556,25.27,,,,,,,,,
9999_20240220_5_0_1_2, ,,,3,20240221,90520,9999,20240220,5,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,47,491.0,236008.0,21,24.32,96.7556,24.65,,,,,,,,,
8888_0208_0551_0_1_1, ,,,3,20240221,93251,8888,208,551,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,35,511.0,223228.0,21,23.51,96.7556,24.48,,,,,,,,,
8888_0208_0551_0_1_2, ,,,3,20240221,95908,8888,208,551,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,34,355.0,222940.0,21,24.54,96.7556,24.63,,,,,,,,,
3333_202402190436_1_7_1_1, ,,,3,20240221,102657,3333,202402190436,1,1,1,1,7,-1.383057,33.46,0,0,,21.8442,50,0.0,36,423.0,233599.0,21,23.8,96.7556,24.13,,,,1.0,1.0,,2024-02-19 04:36:00,-55.98803,-66.36644
3333_202402190436_1_7_2_1, ,,,3,20240221,105350,3333,202402190436,1,2,1,1,7,-1.383057,33.46,0,0,,21.8442,50,0.0,40,281.0,233576.0,21,24.5,96.7556,24.79,,,,1.0,1.0,,2024-02-19 04:36:00,-55.98803,-66.36644
3333_202402171111_1_7_1_1, ,,,3,20240221,113424,3333,202402171111,1,1,1,1,7,-1.167145,33.44,0,0,,21.8442,50,0.0,50,469.0,232096.0,21,24.73,96.7556,24.88,,,,1.0,1.0,,2024-02-17 11:11:00,-55.06887,-64.56218
3333_202402171111_1_7_2_1, ,,,3,20240221,121711,3333,202402171111,1,2,1,1,7,-1.167145,33.44,0,0,,21.8442,50,0.0,77,375.0,232500.0,21,24.71,96.7556,24.89,,,,1.0,1.0,,2024-02-17 11:11:00,-55.06887,-64.56218
2222_202402201446_1_7_1_1, ,,,3,20240221,124508,2222,202402201446,1,1,1,1,7,0.199341,34.0464,0,0,,21.8442,50,0.0,38,399.0,238102.0,21,24.69,96.7556,24.88,,,,1.0,1.0,,2024-02-20 14:46:00,-56.67623,-63.67796
2222_202402201446_1_7_2_1, ,,,3,20240221,131133,2222,202402201446,1,2,1,1,7,0.199341,34.0464,0,0,,21.8442,50,0.0,57,264.0,237758.0,21,24.52,96.7556,24.74,,,,1.0,1.0,,2024-02-20 14:46:00,-56.67623,-63.67796
2222_202402172123_1_7_1_1, ,,,3,20240221,133812,2222,202402172123,1,1,1,1,7,-1.267944,33.5469,0,0,,21.8442,50,0.0,19,489.0,233745.0,21,24.26,96.7556,24.39,,,,1.0,1.0,,2024-02-17 21:23:00,-55.51564,-66.17133
2222_202402172123_1_7_2_1, ,,,3,20240221,140449,2222,202402172123,1,2,1,1,7,-1.267944,33.5469,0,0,,21.8442,50,0.0,34,634.0,234520.0,21,24.29,96.7556,24.5,,,,1.0,1.0,,2024-02-17 21:23:00,-55.51564,-66.17133
2222_202402171437_1_7_1_1, ,,,3,20240221,143132,2222,202402171437,1,1,1,1,7,-0.993835,33.2749,0,0,,21.8442,50,0.0,62,429.0,232226.0,21,23.69,96.7556,24.68,,,,1.0,1.0,,2024-02-17 14:37:22,-55.70863,-65.92751
2222_202402171437_1_7_2_1, ,,,3,20240221,150000,2222,202402171437,1,2,1,1,7,-0.993835,33.2749,0,0,,21.8442,50,0.0,51,562.0,232095.0,21,24.25,96.7556,24.38,,,,1.0,1.0,,2024-02-17 14:37:22,-55.70863,-65.92751
2222_202402171247_1_7_1_1, ,,,3,20240221,154759,2222,202402171247,1,1,1,1,7,-1.123169,33.2445,0,0,,21.8442,50,0.0,35,410.0,232234.0,21,23.69,96.7556,23.89,,,,1.0,1.0,,2024-02-17 12:47:00,-55.71471,-65.89623
2222_202402171247_1_7_2_1, ,,,3,20240221,161541,2222,202402171247,1,2,1,1,7,-1.123169,33.2445,0,0,,21.8442,50,0.0,0,691.0,232372.0,21,23.71,96.7556,24.27,,,,1.0,1.0,,2024-02-17 12:47:00,-55.71471,-65.89623
8888_208_0056_0_1_1, ,,,3,20240221,164310,8888,208,56,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,41,308.0,223020.0,21,23.74,96.7556,23.77,,,,,,,,,
8888_208_0056_0_1_2, ,,,3,20240221,170936,8888,208,56,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,0,468.0,223322.0,21,23.69,96.7556,24.26,,,,,,,,,
6666_202402011917_2_350_1_1, ,,,3,20240221,175048,6666,202402011917,2,1,1,1,350,0.0,34.68,0,0,,21.8442,50,0.0,37,506.0,238530.0,21,25.43,96.7556,24.65,,,,,,,2024-02-01 19:17:00,,
6666_202402040707_3_350_1_1, ,,,3,20240221,182254,6666,202402040707,3,1,1,1,350,0.0,34.68,0,0,,21.8442,50,0.0,25,435.0,238756.0,21,25.5,96.7556,25.04,,,,,,,2024-02-04 07:07:00,,
6666_202402061907_5_350_1_1, ,,,3,20240221,185005,6666,202402061907,5,1,1,1,350,0.0,34.68,0,0,,21.8442,50,0.0,37,235.0,238582.0,21,25.41,96.7556,24.92,,,,,,,2024-02-06 19:07:00,,
6666_202402090717_8_350_1_1, ,,,3,20240221,192908,6666,202402090717,8,1,1,1,350,0.0,34.68,0,0,,21.8442,50,0.0,35,233.0,238699.0,21,25.47,96.7556,24.94,,,,,,,2024-02-09 07:17:00,,
6666_202402140707_11_350_1_1, ,,,3,20240221,195644,6666,202402140707,11,1,1,1,350,0.0,34.68,0,0,,21.8442,50,0.0,31,242.0,238774.0,21,25.48,96.7556,24.97,,,,,,,2024-02-14 07:07:00,,
6666_202402161917_14_350_1_1, ,,,3,20240221,202530,6666,202402161917,14,1,1,1,350,0.0,34.68,0,0,,21.8442,50,0.0,40,489.0,239619.0,21,25.67,96.7556,25.12,,,,,,,2024-02-16 19:17:00,,
8888_208_0278_0_1_1, ,,,3,20240221,205325,8888,208,278,1,1,2,0,0.0,35.0,0,0,,21.8442,50,0.0,35,227.0,223283.0,21,24.58,96.7556,24.93,,,,,,,,,
8888_208_0278_0_1_2, ,,,3,20240221,211947,8888,208,278,1,2,2,0,0.0,35.0,0,0,,21.8442,50,0.0,9,233.0,223522.0,21,24.44,96.7556,24.94,,,,,,,,,
